Row_ID,Order_Date,Ship_Date,Ship_Mode,Delay_Timing,Delay_Timing_Days
2672,2015-09-09,2015-12-09,Second Class,91 days,91.0
2673,2015-09-09,2015-12-09,Second Class,91 days,91.0
2674,2015-09-09,2015-12-09,Second Class,91 days,91.0
2675,2018-03-12,2018-03-12,Same Day,0 days,0.0
2676,,2018-02-12,Standard Class,,
2677,,2018-02-12,Standard Class,,
2678,,,Same Day,,
2679,,,Same Day,,
2680,,,Standard Class,,
2681,,,Standard Class,,
2682,,,Standard Class,,
2683,,,Standard Class,,
2684,,,Standard Class,,
2685,,2018-06-07,Standard Class,,
2686,2017-06-09,2017-11-09,Standard Class,153 days,153.0
2687,2017-06-09,2017-11-09,Standard Class,153 days,153.0
2688,2017-04-08,2017-05-08,First Class,30 days,30.0
2689,2016-12-11,,First Class,,
2690,,2015-02-07,First Class,,
2691,2018-04-12,2018-08-12,Standard Class,122 days,122.0
2692,,2017-02-09,Standard Class,,
2693,,2017-02-09,Standard Class,,
2694,,,Standard Class,,
2695,,,Standard Class,,
2696,2017-07-02,2017-09-02,First Class,62 days,62.0
2697,,,Standard Class,,
2698,,,Standard Class,,
2699,,,Standard Class,,
2700,,,Standard Class,,
2701,,,Standard Class,,
2702,,,Standard Class,,
2703,,,Standard Class,,
2704,,,Standard Class,,
2705,2018-11-07,,Second Class,,
2706,,,Standard Class,,
2707,,,Standard Class,,
2708,,,Standard Class,,
2709,,2016-06-02,Standard Class,,
2710,,2016-06-02,Standard Class,,
2711,2016-11-12,,Standard Class,,
2712,2018-09-10,2018-11-10,First Class,61 days,61.0
2713,,2018-01-08,Second Class,,
2714,,,Standard Class,,
2715,2016-01-12,2016-06-12,Standard Class,152 days,152.0
2716,2015-04-12,2015-08-12,Standard Class,122 days,122.0
2717,,2018-01-09,Standard Class,,
2718,2015-07-09,,Standard Class,,
2719,,,Standard Class,,
2720,2015-06-12,2015-08-12,Second Class,61 days,61.0
2721,2015-04-11,2015-08-11,Second Class,122 days,122.0
2722,2015-04-11,2015-08-11,Second Class,122 days,122.0
2723,,,Second Class,,
2724,2015-04-10,2015-08-10,Standard Class,122 days,122.0
2725,2015-04-10,2015-08-10,Standard Class,122 days,122.0
2726,2018-07-11,,Standard Class,,
2727,2018-07-11,,Standard Class,,
2728,,,First Class,,
2729,,,First Class,,
2730,,,Standard Class,,
2731,,,Standard Class,,
2732,,,Standard Class,,
2733,2015-02-07,2015-06-07,Standard Class,120 days,120.0
2734,2015-02-07,2015-06-07,Standard Class,120 days,120.0
2735,,,Second Class,,
2736,,,Standard Class,,
2737,,,Standard Class,,
2738,,,Standard Class,,
2739,,,Standard Class,,
2740,,,First Class,,
2741,,,First Class,,
2742,,,Second Class,,
2743,2015-04-11,2015-08-11,Standard Class,122 days,122.0
2744,,,Second Class,,
2745,,,Second Class,,
2746,2018-07-08,2018-11-08,Second Class,123 days,123.0
2747,2015-12-05,,Standard Class,,
2748,,,Standard Class,,
2749,2016-04-12,2016-08-12,Standard Class,122 days,122.0
2750,2015-08-06,,Standard Class,,
2751,2015-08-08,2015-11-08,Second Class,92 days,92.0
2752,,,Standard Class,,
2753,,,Standard Class,,
2754,,,Standard Class,,
2755,,,Standard Class,,
2756,,,Standard Class,,
2757,,,Standard Class,,
2758,2017-11-06,,Second Class,,
2759,2017-11-03,,Standard Class,,
2760,2017-11-03,,Standard Class,,
2761,,,First Class,,
2762,2018-12-10,,First Class,,
2763,2018-12-10,,First Class,,
2764,,,Standard Class,,
2765,,,Standard Class,,
2766,,,Standard Class,,
2767,,,First Class,,
2768,,,First Class,,
2769,2016-02-04,2016-07-04,Standard Class,151 days,151.0
2770,2016-02-04,2016-07-04,Standard Class,151 days,151.0
2771,2016-02-04,2016-07-04,Standard Class,151 days,151.0
2772,2017-03-09,2017-10-09,Standard Class,214 days,214.0
2773,2018-10-12,2018-12-12,First Class,61 days,61.0
2774,,,Standard Class,,
2775,2018-11-11,,Standard Class,,
2776,,,Standard Class,,
2777,,,Standard Class,,
2778,,,Second Class,,
2779,,2018-05-05,Standard Class,,
2780,,2018-05-05,Standard Class,,
2781,2018-06-05,2018-08-05,First Class,61 days,61.0
2782,,,Standard Class,,
2783,2017-11-11,,Standard Class,,
2784,2017-05-11,2017-10-11,Standard Class,153 days,153.0
2785,2017-09-10,,Standard Class,,
2786,,,First Class,,
2787,,,First Class,,
2788,2015-02-12,2015-06-12,Standard Class,120 days,120.0
2789,2015-02-12,2015-06-12,Standard Class,120 days,120.0
2790,2015-02-12,2015-06-12,Standard Class,120 days,120.0
2791,,,First Class,,
2792,,,First Class,,
2793,,,First Class,,
2794,2015-12-04,,Standard Class,,
2795,2015-12-04,,Standard Class,,
2796,2015-12-04,,Standard Class,,
2797,2015-12-04,,Standard Class,,
2798,,,Standard Class,,
2799,,,Standard Class,,
2800,,,Standard Class,,
2801,,,First Class,,
2802,2016-01-11,2016-04-11,First Class,91 days,91.0
2803,2018-03-11,2018-08-11,Standard Class,153 days,153.0
2804,2016-12-05,,Standard Class,,
2805,2016-12-05,,Standard Class,,
2806,2016-07-09,2016-11-09,Standard Class,123 days,123.0
2807,,,Second Class,,
2808,,,Second Class,,
2809,,,Second Class,,
2810,,,Second Class,,
2811,,,Second Class,,
2812,,,Second Class,,
2813,,,Second Class,,
2814,,,Second Class,,
2815,,,Second Class,,
2816,2016-01-09,2016-08-09,Standard Class,213 days,213.0
2817,2016-01-09,2016-08-09,Standard Class,213 days,213.0
2818,2016-01-09,2016-08-09,Standard Class,213 days,213.0
2819,2016-01-09,2016-08-09,Standard Class,213 days,213.0
2820,2017-05-05,2017-08-05,First Class,92 days,92.0
2821,2017-05-05,2017-08-05,First Class,92 days,92.0
2822,,2018-05-01,Standard Class,,
2823,,,First Class,,
2824,,,First Class,,
2825,,,Standard Class,,
2826,,,Standard Class,,
2827,,,Standard Class,,
2828,,,Standard Class,,
2829,,,First Class,,
2830,,,First Class,,
2831,,,First Class,,
2832,2015-01-11,2015-05-11,Standard Class,120 days,120.0
2833,2015-01-11,2015-05-11,Standard Class,120 days,120.0
2834,,,Second Class,,
2835,,,Second Class,,
2836,2018-11-11,,Standard Class,,
2837,2018-11-11,,Standard Class,,
2838,2018-11-11,,Standard Class,,
2839,2017-09-06,2017-12-06,First Class,91 days,91.0
2840,2016-03-09,2016-08-09,Second Class,153 days,153.0
2841,,,Standard Class,,
2842,,2018-04-09,Second Class,,
2843,,,Standard Class,,
2844,,,Standard Class,,
2845,,,Standard Class,,
2846,,,First Class,,
2847,2018-10-09,,Standard Class,,
2848,2018-08-04,,Standard Class,,
2849,2018-08-04,,Standard Class,,
2850,,2017-03-12,Standard Class,,
2851,2017-02-06,2017-05-06,First Class,89 days,89.0
2852,,,Standard Class,,
2853,,,Second Class,,
2854,,,Second Class,,
2855,,,Same Day,,
2856,,,Standard Class,,
2857,,,First Class,,
2858,,,Second Class,,
2859,,,Standard Class,,
2860,,,Standard Class,,
2861,,,Standard Class,,
2862,,,Standard Class,,
2863,2018-12-08,,Standard Class,,
2864,,,Same Day,,
2865,,,Same Day,,
2866,,,Same Day,,
2867,,,Same Day,,
2868,2017-10-11,2017-12-11,Second Class,61 days,61.0
2869,2017-10-11,2017-12-11,Second Class,61 days,61.0
2870,2018-12-06,,Standard Class,,
2871,,,Standard Class,,
2872,,,Standard Class,,
2873,,,Standard Class,,
2874,,,Standard Class,,
2875,,,First Class,,
2876,,,Second Class,,
2877,,,Second Class,,
2878,,,Standard Class,,
2879,,,Standard Class,,
2880,,,Standard Class,,
2881,,,Second Class,,
2882,,,Second Class,,
2883,,,Standard Class,,
2884,2017-11-11,,Second Class,,
2885,,2017-03-02,Standard Class,,
2886,,,Standard Class,,
2887,,,First Class,,
2888,,,First Class,,
2889,,,First Class,,
2890,2018-02-11,2018-06-11,Standard Class,120 days,120.0
2891,,2015-01-05,Second Class,,
2892,,2015-01-05,Second Class,,
2893,,,Standard Class,,
2894,,,Standard Class,,
2895,,,Standard Class,,
2896,,,Standard Class,,
2897,,2015-03-04,Standard Class,,
2898,2017-04-01,2017-09-01,Standard Class,153 days,153.0
2899,,,Standard Class,,
2900,2016-12-09,,Standard Class,,
2901,2016-12-09,,Standard Class,,
2902,2018-11-09,,Standard Class,,
2903,2017-12-06,,Standard Class,,
2904,,2017-01-07,Standard Class,,
2905,,2017-01-07,Standard Class,,
2906,,,Standard Class,,
2907,2018-03-11,2018-09-11,Standard Class,184 days,184.0
2908,2018-03-11,2018-09-11,Standard Class,184 days,184.0
2909,2018-03-11,2018-09-11,Standard Class,184 days,184.0
2910,,,Standard Class,,
2911,2016-05-11,2016-09-11,Standard Class,123 days,123.0
2912,,,Standard Class,,
2913,,,Standard Class,,
2914,,,Standard Class,,
2915,2016-12-10,,Second Class,,
2916,2016-12-10,,Second Class,,
2917,2016-12-10,,Second Class,,
2918,,,First Class,,
2919,,,Same Day,,
2920,,,Same Day,,
2921,,,Same Day,,
2922,,,Same Day,,
2923,,2016-03-12,Second Class,,
2924,,2015-04-07,Standard Class,,
2925,2015-02-09,2015-05-09,First Class,89 days,89.0
2926,2015-02-09,2015-05-09,First Class,89 days,89.0
2927,2018-10-07,,Second Class,,
2928,2018-04-06,2018-10-06,Standard Class,183 days,183.0
2929,,,Standard Class,,
2930,,,Standard Class,,
2931,2016-08-08,2016-08-08,Same Day,0 days,0.0
2932,2016-08-08,2016-08-08,Same Day,0 days,0.0
2933,2016-08-08,2016-08-08,Same Day,0 days,0.0
2934,2017-06-12,2017-12-12,Standard Class,183 days,183.0
2935,2017-06-12,2017-12-12,Standard Class,183 days,183.0
2936,2017-06-12,2017-12-12,Standard Class,183 days,183.0
2937,2017-06-12,2017-12-12,Standard Class,183 days,183.0
2938,2017-06-12,2017-12-12,Standard Class,183 days,183.0
2939,2017-06-12,2017-12-12,Standard Class,183 days,183.0
2940,2017-06-12,2017-12-12,Standard Class,183 days,183.0
2941,,,Standard Class,,
2942,,,Standard Class,,
2943,,,Standard Class,,
2944,,,Standard Class,,
2945,,,Standard Class,,
2946,2017-04-11,2017-05-11,First Class,30 days,30.0
2947,,,Standard Class,,
2948,,,Standard Class,,
2949,,,Standard Class,,
2950,2018-12-11,2018-12-11,Same Day,0 days,0.0
2951,2018-12-11,2018-12-11,Same Day,0 days,0.0
2952,2018-12-11,2018-12-11,Same Day,0 days,0.0
2953,2018-12-11,2018-12-11,Same Day,0 days,0.0
2954,2018-12-11,2018-12-11,Same Day,0 days,0.0
2955,2018-12-11,2018-12-11,Same Day,0 days,0.0
2956,,,Standard Class,,
2957,,2018-04-07,Standard Class,,
2958,2018-04-05,2018-09-05,Standard Class,153 days,153.0
2959,,,Standard Class,,
2960,,,Standard Class,,
2961,,2018-01-05,Standard Class,,
2962,,2018-01-05,Standard Class,,
2963,,,Second Class,,
2964,,,Second Class,,
2965,,,Second Class,,
2966,,,Second Class,,
2967,,,Standard Class,,
2968,,,Standard Class,,
2969,2018-06-11,2018-09-11,Second Class,92 days,92.0
2970,2018-06-11,2018-09-11,Second Class,92 days,92.0
2971,2018-06-11,2018-09-11,Second Class,92 days,92.0
2972,2018-06-11,2018-09-11,Second Class,92 days,92.0
2973,2018-06-11,2018-09-11,Second Class,92 days,92.0
2974,,,Standard Class,,
2975,2016-07-05,2016-12-05,Standard Class,153 days,153.0
2976,2016-07-05,2016-12-05,Standard Class,153 days,153.0
2977,2018-04-12,2018-04-12,Same Day,0 days,0.0
2978,2018-03-10,2018-08-10,Second Class,153 days,153.0
2979,,,Second Class,,
2980,2016-12-06,,Standard Class,,
2981,2016-12-06,,Standard Class,,
2982,2015-12-07,,Standard Class,,
2983,2015-12-07,,Standard Class,,
2984,2015-06-12,2015-11-12,Second Class,153 days,153.0
2985,2015-06-12,2015-11-12,Second Class,153 days,153.0
2986,,,Standard Class,,
2987,,,Standard Class,,
2988,,,Standard Class,,
2989,,,Second Class,,
2990,,,Second Class,,
2991,,,Second Class,,
2992,,,Second Class,,
2993,2017-02-10,2017-06-10,Standard Class,120 days,120.0
2994,2018-11-03,,Standard Class,,
2995,2017-09-09,,Second Class,,
2996,,,Standard Class,,
2997,,,Standard Class,,
2998,,,Standard Class,,
2999,,,Standard Class,,
3000,,,Standard Class,,
3001,,,Standard Class,,
3002,,,Standard Class,,
3003,2016-05-07,2016-10-07,Standard Class,153 days,153.0
3004,,,Standard Class,,
3005,2017-08-09,2017-10-09,First Class,61 days,61.0
3006,,,Standard Class,,
3007,,,First Class,,
3008,,,Standard Class,,
3009,2017-05-12,2017-06-12,First Class,31 days,31.0
3010,,,Standard Class,,
3011,,,Standard Class,,
3012,,,Standard Class,,
3013,,,Standard Class,,
3014,,,Standard Class,,
3015,,,Standard Class,,
3016,,,Standard Class,,
3017,,,Standard Class,,
3018,,,Standard Class,,
3019,,,Standard Class,,
3020,2016-08-11,,Standard Class,,
3021,2016-08-11,,Standard Class,,
3022,2016-08-11,,Standard Class,,
3023,2016-08-11,,Standard Class,,
3024,,,Standard Class,,
3025,2016-08-11,,Standard Class,,
3026,2016-08-11,,Standard Class,,
3027,,,Standard Class,,
3028,,,Same Day,,
3029,,,Standard Class,,
3030,,,Standard Class,,
3031,,,Standard Class,,
3032,,,Standard Class,,
3033,,,Standard Class,,
3034,,,Standard Class,,
3035,2016-11-06,,Standard Class,,
3036,2016-11-06,,Standard Class,,
3037,2016-11-06,,Standard Class,,
3038,2016-11-06,,Standard Class,,
3039,2016-11-06,,Standard Class,,
3040,2018-03-10,2018-08-10,Standard Class,153 days,153.0
3041,2017-05-05,2017-09-05,Standard Class,123 days,123.0
3042,2018-11-09,2018-12-09,Same Day,30 days,30.0
3043,2018-11-09,2018-12-09,Same Day,30 days,30.0
3044,2018-11-09,2018-12-09,Same Day,30 days,30.0
3045,,2016-02-05,Second Class,,
3046,2018-06-11,2018-10-11,Second Class,122 days,122.0
3047,2018-06-11,2018-10-11,Second Class,122 days,122.0
3048,,2015-04-10,Standard Class,,
3049,2018-02-04,2018-04-04,First Class,59 days,59.0
3050,2018-02-04,2018-04-04,First Class,59 days,59.0
3051,2018-06-10,2018-11-10,Standard Class,153 days,153.0
3052,2018-06-10,2018-11-10,Standard Class,153 days,153.0
3053,2018-06-10,2018-11-10,Standard Class,153 days,153.0
3054,2017-09-04,,Second Class,,
3055,2017-09-04,,Second Class,,
3056,,2016-01-09,Standard Class,,
3057,,,Second Class,,
3058,,,Second Class,,
3059,,,Second Class,,
3060,,,Second Class,,
3061,2017-07-11,2017-12-11,Standard Class,153 days,153.0
3062,2018-03-03,2018-07-03,Standard Class,122 days,122.0
3063,,,First Class,,
3064,,,First Class,,
3065,,,Second Class,,
3066,,,Second Class,,
3067,,,Second Class,,
3068,,,Second Class,,
3069,,,Second Class,,
3070,,,Same Day,,
3071,,,Standard Class,,
3072,,,Standard Class,,
3073,,,Standard Class,,
3074,2017-03-01,2017-05-01,First Class,61 days,61.0
3075,2016-03-10,2016-08-10,Standard Class,153 days,153.0
3076,,,Standard Class,,
3077,,,Standard Class,,
3078,,,Standard Class,,
3079,,,Standard Class,,
3080,2018-04-09,2018-05-09,First Class,30 days,30.0
3081,2018-04-09,2018-05-09,First Class,30 days,30.0
3082,,2018-02-06,Standard Class,,
3083,,2018-02-06,Standard Class,,
3084,,2015-03-02,Standard Class,,
3085,2018-09-02,,Standard Class,,
3086,2018-09-02,,Standard Class,,
3087,2018-09-02,,Standard Class,,
3088,2018-09-02,,Standard Class,,
3089,,2018-02-04,Second Class,,
3090,,2018-02-04,Second Class,,
3091,2017-03-03,2017-08-03,Standard Class,153 days,153.0
3092,2017-03-03,2017-08-03,Standard Class,153 days,153.0
3093,2017-03-03,2017-08-03,Standard Class,153 days,153.0
3094,,,Same Day,,
3095,,,Same Day,,
3096,,,Same Day,,
3097,,,Same Day,,
3098,,2018-01-05,Standard Class,,
3099,,2018-01-05,Standard Class,,
3100,,,Standard Class,,
3101,,,Standard Class,,
3102,,,Second Class,,
3103,,,Second Class,,
3104,2017-08-12,2017-12-12,Standard Class,122 days,122.0
3105,,,Standard Class,,
3106,,,Standard Class,,
3107,2018-10-07,,Standard Class,,
3108,,,Standard Class,,
3109,,,Standard Class,,
3110,,,Standard Class,,
3111,,,Standard Class,,
3112,,,Standard Class,,
3113,,,Standard Class,,
3114,,,Standard Class,,
3115,,,Standard Class,,
3116,,,Standard Class,,
3117,,,Standard Class,,
3118,,,Standard Class,,
3119,2016-11-06,2016-12-06,First Class,30 days,30.0
3120,2016-11-06,2016-12-06,First Class,30 days,30.0
3121,2016-11-06,2016-12-06,First Class,30 days,30.0
3122,2016-11-06,2016-12-06,First Class,30 days,30.0
3123,2016-11-06,2016-12-06,First Class,30 days,30.0
3124,2016-11-06,2016-12-06,First Class,30 days,30.0
3125,2016-11-06,2016-12-06,First Class,30 days,30.0
3126,2016-11-06,2016-12-06,First Class,30 days,30.0
3127,2018-08-09,2018-12-09,Standard Class,122 days,122.0
3128,2018-02-10,2018-06-10,Standard Class,120 days,120.0
3129,,,First Class,,
3130,,,First Class,,
3131,,,First Class,,
3132,,,First Class,,
3133,,,First Class,,
3134,,,First Class,,
3135,2018-12-11,,Standard Class,,
3136,2018-12-11,,Standard Class,,
3137,2018-12-11,,Standard Class,,
3138,2018-12-11,,Standard Class,,
3139,2018-12-11,,Standard Class,,
3140,2018-12-11,,Standard Class,,
3141,,,First Class,,
3142,2015-12-12,2015-12-12,Same Day,0 days,0.0
3143,,,Second Class,,
3144,,,Second Class,,
3145,2017-05-09,2017-11-09,Standard Class,184 days,184.0
3146,2018-11-02,,Second Class,,
3147,2018-11-02,,Second Class,,
3148,,2015-03-07,Second Class,,
3149,2017-07-06,2017-10-06,First Class,92 days,92.0
3150,,,Standard Class,,
3151,,,First Class,,
3152,,,First Class,,
3153,,,First Class,,
3154,,,First Class,,
3155,,,Standard Class,,
3156,2015-03-08,2015-05-08,Second Class,61 days,61.0
3157,,,Standard Class,,
3158,,,Standard Class,,
3159,,,First Class,,
3160,,,First Class,,
3161,2015-12-09,,Second Class,,
3162,,,Standard Class,,
3163,,,Standard Class,,
3164,,,Standard Class,,
3165,,,Standard Class,,
3166,,,Standard Class,,
3167,,,Standard Class,,
3168,,,First Class,,
3169,,2017-03-06,Standard Class,,
3170,,2017-03-06,Standard Class,,
3171,,,Second Class,,
3172,,,Standard Class,,
3173,,,Standard Class,,
3174,,,Standard Class,,
3175,2018-11-11,,Standard Class,,
3176,,,Standard Class,,
3177,,,Standard Class,,
3178,2018-10-09,2018-10-09,Same Day,0 days,0.0
3179,2018-05-12,2018-11-12,Standard Class,184 days,184.0
3180,2018-05-12,2018-11-12,Standard Class,184 days,184.0
3181,2018-05-12,2018-11-12,Standard Class,184 days,184.0
3182,2018-09-11,2018-12-11,Second Class,91 days,91.0
3183,2018-09-11,2018-12-11,Second Class,91 days,91.0
3184,2018-09-11,2018-12-11,Second Class,91 days,91.0
3185,2018-09-11,2018-12-11,Second Class,91 days,91.0
3186,2015-07-11,2015-09-11,First Class,62 days,62.0
3187,2015-07-11,2015-09-11,First Class,62 days,62.0
3188,2018-12-03,,Standard Class,,
3189,,,Second Class,,
3190,,,Second Class,,
3191,,2017-01-01,Standard Class,,
3192,2018-02-10,2018-08-10,Standard Class,181 days,181.0
3193,2018-04-06,2018-08-06,Standard Class,122 days,122.0
3194,2015-01-09,2015-04-09,First Class,90 days,90.0
3195,2015-01-09,2015-04-09,First Class,90 days,90.0
3196,2017-08-08,,Standard Class,,
3197,,,Standard Class,,
3198,2016-10-07,2016-10-07,Same Day,0 days,0.0
3199,2015-01-12,2015-07-12,Standard Class,181 days,181.0
3200,,,Standard Class,,
3201,,,Second Class,,
3202,,,Second Class,,
3203,2015-10-11,,Standard Class,,
3204,2015-10-11,,Standard Class,,
3205,2015-10-11,,Standard Class,,
3206,2015-10-11,,Standard Class,,
3207,2015-10-11,,Standard Class,,
3208,2015-10-11,,Standard Class,,
3209,2017-09-01,,Standard Class,,
3210,2017-09-01,,Standard Class,,
3211,,,Standard Class,,
3212,,,Standard Class,,
3213,,,Standard Class,,
3214,,2017-01-06,Standard Class,,
3215,,2017-01-06,Standard Class,,
3216,2018-08-07,2018-10-07,First Class,61 days,61.0
3217,,,Standard Class,,
3218,2018-10-11,,Standard Class,,
3219,2018-10-11,,Standard Class,,
3220,2016-02-10,2016-08-10,Standard Class,182 days,182.0
3221,2016-02-10,2016-08-10,Standard Class,182 days,182.0
3222,2016-02-10,2016-08-10,Standard Class,182 days,182.0
3223,2015-02-10,2015-05-10,First Class,89 days,89.0
3224,2015-02-10,2015-05-10,First Class,89 days,89.0
3225,2015-02-10,2015-05-10,First Class,89 days,89.0
3226,2015-02-10,2015-05-10,First Class,89 days,89.0
3227,2015-02-10,2015-05-10,First Class,89 days,89.0
3228,2015-02-10,2015-05-10,First Class,89 days,89.0
3229,2015-02-10,2015-05-10,First Class,89 days,89.0
3230,2015-11-08,,Standard Class,,
3231,2018-01-09,2018-05-09,Second Class,120 days,120.0
3232,,,Standard Class,,
3233,,,Standard Class,,
3234,,,Standard Class,,
3235,,,First Class,,
3236,,,Same Day,,
3237,2017-02-05,2017-02-05,Same Day,0 days,0.0
3238,2017-02-05,2017-02-05,Same Day,0 days,0.0
3239,,,Standard Class,,
3240,,,Standard Class,,
3241,,,Standard Class,,
3242,2017-01-02,2017-03-02,First Class,59 days,59.0
3243,,2018-05-04,Second Class,,
3244,2018-01-12,2018-05-12,Standard Class,120 days,120.0
3245,2018-01-12,2018-05-12,Standard Class,120 days,120.0
3246,2018-10-12,2018-12-12,Second Class,61 days,61.0
3247,2018-10-12,2018-12-12,Second Class,61 days,61.0
3248,2018-10-12,2018-12-12,Second Class,61 days,61.0
3249,,,Standard Class,,
3250,,,Standard Class,,
3251,,,Standard Class,,
3252,,,First Class,,
3253,,,Second Class,,
3254,,,Second Class,,
3255,2017-08-07,,Standard Class,,
3256,2017-08-07,,Standard Class,,
3257,2016-09-08,,Standard Class,,
3258,2017-09-12,,Second Class,,
3259,2017-09-12,,Second Class,,
3260,,,Standard Class,,
3261,,,First Class,,
3262,,,First Class,,
3263,,,First Class,,
3264,,,First Class,,
3265,2017-04-03,2017-08-03,Second Class,122 days,122.0
3266,2015-11-10,,Standard Class,,
3267,2015-11-10,,Standard Class,,
3268,,,Standard Class,,
3269,,,Standard Class,,
3270,,,Standard Class,,
3271,,,Standard Class,,
3272,,,Second Class,,
3273,2016-09-02,,Standard Class,,
3274,2018-08-05,2018-12-05,Standard Class,122 days,122.0
3275,2018-02-11,2018-06-11,Standard Class,120 days,120.0
3276,2018-02-11,2018-06-11,Standard Class,120 days,120.0
3277,2015-05-04,2015-09-04,Second Class,123 days,123.0
3278,2015-05-04,2015-09-04,Second Class,123 days,123.0
3279,2015-05-04,2015-09-04,Second Class,123 days,123.0
3280,2015-05-04,2015-09-04,Second Class,123 days,123.0
3281,2015-05-04,2015-09-04,Second Class,123 days,123.0
3282,,,Standard Class,,
3283,,,Standard Class,,
3284,,2015-06-10,Standard Class,,
3285,2015-12-09,,Standard Class,,
3286,,,Standard Class,,
3287,,,Standard Class,,
3288,,,First Class,,
3289,,,First Class,,
3290,,,First Class,,
3291,,,First Class,,
3292,,2017-04-11,Standard Class,,
3293,,,Standard Class,,
3294,,,Standard Class,,
3295,,,First Class,,
3296,2018-01-10,2018-03-10,First Class,59 days,59.0
3297,,,Standard Class,,
3298,,,Standard Class,,
3299,,,Same Day,,
3300,,,Standard Class,,
3301,,,Standard Class,,
3302,,,Standard Class,,
3303,,,Standard Class,,
3304,,,Standard Class,,
3305,,2016-01-01,Second Class,,
3306,,2016-01-01,Second Class,,
3307,,2016-01-01,Second Class,,
3308,,2016-01-01,Second Class,,
3309,,2016-01-01,Second Class,,
3310,2016-05-11,2016-11-11,Standard Class,184 days,184.0
3311,,,Standard Class,,
3312,,,Second Class,,
3313,,2015-01-10,Standard Class,,
3314,,2015-01-10,Standard Class,,
3315,,,Standard Class,,
3316,,,Standard Class,,
3317,2018-10-11,,Second Class,,
3318,2016-11-09,,Standard Class,,
3319,2016-11-09,,Standard Class,,
3320,,,Standard Class,,
3321,,,Standard Class,,
3322,,,Standard Class,,
3323,,,Standard Class,,
3324,,,Standard Class,,
3325,2015-11-11,,Standard Class,,
3326,2015-11-11,,Standard Class,,
3327,2015-11-11,,Standard Class,,
3328,2015-11-11,,Standard Class,,
3329,2015-11-11,,Standard Class,,
3330,2015-11-11,,Standard Class,,
3331,2015-11-11,,Standard Class,,
3332,,,Standard Class,,
3333,,,Standard Class,,
3334,,,Standard Class,,
3335,,,First Class,,
3336,,,First Class,,
3337,,,First Class,,
3338,,,First Class,,
3339,,,First Class,,
3340,,,First Class,,
3341,,,First Class,,
3342,,2017-01-09,Second Class,,
3343,,2017-01-09,Second Class,,
3344,,2017-01-09,Second Class,,
3345,,2017-01-09,Second Class,,
3346,,2017-01-09,Second Class,,
3347,,2017-01-09,Second Class,,
3348,,,Standard Class,,
3349,2018-05-11,2018-07-11,First Class,61 days,61.0
3350,,,Standard Class,,
3351,,,Standard Class,,
3352,,,Standard Class,,
3353,,,Standard Class,,
3354,,,Standard Class,,
3355,,,Standard Class,,
3356,,,Standard Class,,
3357,,,Standard Class,,
3358,2018-07-09,,Standard Class,,
3359,2017-06-05,2017-10-05,Standard Class,122 days,122.0
3360,2017-06-05,2017-10-05,Standard Class,122 days,122.0
3361,2016-04-06,2016-08-06,Second Class,122 days,122.0
3362,2016-04-06,2016-08-06,Second Class,122 days,122.0
3363,,,Standard Class,,
3364,,,Standard Class,,
3365,,,Second Class,,
3366,,2015-02-02,First Class,,
3367,2015-09-07,,Standard Class,,
3368,2015-09-07,,Standard Class,,
3369,,,Standard Class,,
3370,,,Standard Class,,
3371,,,Same Day,,
3372,,,Standard Class,,
3373,,,Standard Class,,
3374,2016-04-12,2016-10-12,Standard Class,183 days,183.0
3375,2016-04-12,2016-10-12,Standard Class,183 days,183.0
3376,2016-04-12,2016-10-12,Standard Class,183 days,183.0
3377,2016-04-12,2016-10-12,Standard Class,183 days,183.0
3378,2017-01-11,2017-04-11,First Class,90 days,90.0
3379,,,Standard Class,,
3380,,,Standard Class,,
3381,,,First Class,,
3382,,,First Class,,
3383,2016-04-12,2016-09-12,Second Class,153 days,153.0
3384,2016-04-12,2016-09-12,Second Class,153 days,153.0
3385,2016-04-12,2016-09-12,Second Class,153 days,153.0
3386,2018-07-10,2018-11-10,Standard Class,123 days,123.0
3387,2018-07-10,2018-11-10,Standard Class,123 days,123.0
3388,2018-07-10,2018-11-10,Standard Class,123 days,123.0
3389,2018-07-10,2018-11-10,Standard Class,123 days,123.0
3390,2018-07-10,2018-11-10,Standard Class,123 days,123.0
3391,,,Second Class,,
3392,2015-09-08,,Standard Class,,
3393,2015-09-08,,Standard Class,,
3394,,,First Class,,
3395,2018-10-06,2018-10-06,Same Day,0 days,0.0
3396,2018-01-07,2018-08-07,Standard Class,212 days,212.0
3397,2018-01-07,2018-08-07,Standard Class,212 days,212.0
3398,2018-01-07,2018-08-07,Standard Class,212 days,212.0
3399,,,Standard Class,,
3400,,,Standard Class,,
3401,,,Standard Class,,
3402,,,Standard Class,,
3403,2016-04-05,2016-05-05,First Class,30 days,30.0
3404,,2018-05-06,Standard Class,,
3405,,,Same Day,,
3406,,,Standard Class,,
3407,,,Standard Class,,
3408,,,Standard Class,,
3409,,,Standard Class,,
3410,,2018-06-05,Standard Class,,
3411,,,Standard Class,,
3412,,,Standard Class,,
3413,,,Standard Class,,
3414,,,Standard Class,,
3415,,,Standard Class,,
3416,2017-02-09,2017-02-09,Same Day,0 days,0.0
3417,2017-02-09,2017-02-09,Same Day,0 days,0.0
3418,,2016-02-05,Standard Class,,
3419,,2016-02-05,Standard Class,,
