Row_ID,Order_Date,Ship_Date,Ship_Mode,Delay_Timing,Delay_Timing_Days
2236,2016-09-15,2016-09-17,Second Class,2 days,2
2237,2016-09-15,2016-09-17,Second Class,2 days,2
2238,2017-07-15,2017-07-21,Standard Class,6 days,6
2239,2018-04-20,2018-04-26,Standard Class,6 days,6
2240,2017-11-15,2017-11-17,Second Class,2 days,2
2241,2017-11-15,2017-11-17,Second Class,2 days,2
2243,2018-11-21,2018-11-25,Standard Class,4 days,4
2244,2018-11-21,2018-11-25,Standard Class,4 days,4
2245,2018-11-21,2018-11-25,Standard Class,4 days,4
2246,2018-11-21,2018-11-25,Standard Class,4 days,4
2247,2018-11-21,2018-11-25,Standard Class,4 days,4
2248,2016-02-15,2016-02-18,Second Class,3 days,3
2249,2016-02-15,2016-02-18,Second Class,3 days,3
2250,2016-02-15,2016-02-18,Second Class,3 days,3
2251,2016-02-15,2016-02-18,Second Class,3 days,3
2252,2016-02-15,2016-02-18,Second Class,3 days,3
2253,2017-04-15,2017-04-17,Second Class,2 days,2
2256,2017-09-17,2017-09-22,Standard Class,5 days,5
2257,2017-09-17,2017-09-22,Standard Class,5 days,5
2258,2018-06-16,2018-06-19,First Class,3 days,3
2259,2018-06-16,2018-06-19,First Class,3 days,3
2260,2016-08-11,2016-10-11,Second Class,61 days,61
2261,2016-08-11,2016-10-11,Second Class,61 days,61
2263,2018-06-02,2018-09-02,First Class,92 days,92
2264,2017-11-14,2017-11-16,Second Class,2 days,2
2265,2017-11-14,2017-11-16,Second Class,2 days,2
2266,2017-11-14,2017-11-16,Second Class,2 days,2
2269,2018-12-20,2018-12-26,Standard Class,6 days,6
2270,2018-12-20,2018-12-26,Standard Class,6 days,6
2271,2018-02-12,2018-07-12,Standard Class,150 days,150
2272,2016-09-21,2016-09-27,Standard Class,6 days,6
2273,2016-06-03,2016-11-03,Standard Class,153 days,153
2274,2016-06-03,2016-11-03,Standard Class,153 days,153
2275,2015-03-10,2015-08-10,Second Class,153 days,153
2276,2015-03-10,2015-08-10,Second Class,153 days,153
2283,2017-03-09,2017-05-09,First Class,61 days,61
2284,2016-05-03,2016-09-03,Standard Class,123 days,123
2285,2016-05-03,2016-09-03,Standard Class,123 days,123
2286,2017-05-05,2017-08-05,First Class,92 days,92
2287,2018-11-17,2018-11-23,Standard Class,6 days,6
2288,2018-01-06,2018-05-06,Second Class,120 days,120
2290,2018-08-01,2018-11-01,First Class,92 days,92
2291,2016-04-20,2016-04-25,Standard Class,5 days,5
2292,2016-04-20,2016-04-25,Standard Class,5 days,5
2293,2016-04-20,2016-04-25,Standard Class,5 days,5
2294,2016-01-11,2016-06-11,Standard Class,152 days,152
2295,2018-12-23,2018-12-27,Standard Class,4 days,4
2296,2016-01-11,2016-05-11,Standard Class,121 days,121
2297,2016-01-11,2016-05-11,Standard Class,121 days,121
2298,2016-01-11,2016-05-11,Standard Class,121 days,121
2299,2016-01-11,2016-05-11,Standard Class,121 days,121
2300,2016-01-11,2016-05-11,Standard Class,121 days,121
2301,2015-11-14,2015-11-18,Standard Class,4 days,4
2302,2015-11-14,2015-11-18,Standard Class,4 days,4
2303,2017-01-17,2017-01-21,Standard Class,4 days,4
2304,2018-09-17,2018-09-22,Second Class,5 days,5
2305,2018-09-17,2018-09-22,Second Class,5 days,5
2307,2016-06-08,2016-08-08,First Class,61 days,61
2308,2018-05-11,2018-09-11,Standard Class,123 days,123
2309,2018-11-06,2018-12-06,First Class,30 days,30
2310,2018-11-06,2018-12-06,First Class,30 days,30
2311,2018-11-06,2018-12-06,First Class,30 days,30
2312,2018-11-06,2018-12-06,First Class,30 days,30
2313,2018-11-06,2018-12-06,First Class,30 days,30
2314,2018-07-20,2018-07-25,Standard Class,5 days,5
2315,2018-07-20,2018-07-25,Standard Class,5 days,5
2316,2018-07-20,2018-07-25,Standard Class,5 days,5
2317,2018-07-20,2018-07-25,Standard Class,5 days,5
2318,2018-07-20,2018-07-25,Standard Class,5 days,5
2319,2018-07-20,2018-07-25,Standard Class,5 days,5
2320,2016-12-23,2016-12-26,First Class,3 days,3
2321,2018-03-20,2018-03-24,Standard Class,4 days,4
2322,2016-12-31,2017-03-01,Second Class,60 days,60
2323,2016-12-31,2017-03-01,Second Class,60 days,60
2324,2016-12-31,2017-03-01,Second Class,60 days,60
2325,2016-12-31,2017-03-01,Second Class,60 days,60
2326,2016-09-15,2016-09-19,Second Class,4 days,4
2327,2016-09-15,2016-09-19,Second Class,4 days,4
2328,2016-09-15,2016-09-19,Second Class,4 days,4
2329,2018-09-23,2018-09-26,First Class,3 days,3
2330,2016-12-25,2016-12-29,Standard Class,4 days,4
2331,2017-09-24,2017-09-26,Second Class,2 days,2
2332,2017-09-24,2017-09-26,Second Class,2 days,2
2333,2018-03-21,2018-03-25,Standard Class,4 days,4
2334,2018-03-21,2018-03-25,Standard Class,4 days,4
2340,2015-08-19,2015-08-24,Standard Class,5 days,5
2341,2017-10-11,2017-11-15,Standard Class,35 days,35
2342,2015-12-31,2016-03-01,First Class,61 days,61
2343,2015-12-31,2016-03-01,First Class,61 days,61
2344,2015-07-26,2015-07-30,Second Class,4 days,4
2345,2017-02-22,2017-02-28,Standard Class,6 days,6
2346,2017-03-13,2017-03-18,Standard Class,5 days,5
2347,2017-03-13,2017-03-18,Standard Class,5 days,5
2348,2017-03-13,2017-03-18,Standard Class,5 days,5
2349,2018-02-12,2018-03-12,Same Day,28 days,28
2350,2018-02-12,2018-03-12,Same Day,28 days,28
2351,2018-02-12,2018-03-12,Same Day,28 days,28
2352,2018-02-12,2018-03-12,Same Day,28 days,28
2353,2018-02-12,2018-03-12,Same Day,28 days,28
2358,2015-03-17,2015-03-21,Standard Class,4 days,4
2359,2015-03-17,2015-03-21,Standard Class,4 days,4
2360,2015-03-17,2015-03-21,Standard Class,4 days,4
2361,2015-03-17,2015-03-21,Standard Class,4 days,4
2362,2015-03-17,2015-03-21,Standard Class,4 days,4
2363,2018-04-16,2018-04-20,Standard Class,4 days,4
2364,2017-03-13,2017-03-18,Standard Class,5 days,5
2365,2017-03-13,2017-03-18,Standard Class,5 days,5
2366,2017-03-13,2017-03-18,Standard Class,5 days,5
2367,2015-11-24,2015-11-26,Second Class,2 days,2
2369,2017-09-23,2017-09-27,Standard Class,4 days,4
2370,2017-09-23,2017-09-27,Standard Class,4 days,4
2371,2018-07-07,2018-09-07,Second Class,62 days,62
2372,2017-07-07,2017-11-07,Second Class,123 days,123
2373,2017-07-07,2017-11-07,Second Class,123 days,123
2374,2017-07-07,2017-11-07,Second Class,123 days,123
2375,2017-07-07,2017-11-07,Second Class,123 days,123
2376,2018-01-24,2018-01-30,Standard Class,6 days,6
2377,2015-08-19,2015-08-21,Second Class,2 days,2
2378,2015-08-19,2015-08-21,Second Class,2 days,2
2379,2016-06-12,2016-11-12,Standard Class,153 days,153
2380,2017-06-05,2017-10-05,Standard Class,122 days,122
2381,2017-06-05,2017-10-05,Standard Class,122 days,122
2382,2017-06-05,2017-10-05,Standard Class,122 days,122
2388,2016-12-12,2016-12-15,First Class,3 days,3
2389,2016-12-12,2016-12-15,First Class,3 days,3
2390,2016-06-12,2016-10-12,Standard Class,122 days,122
2391,2016-06-12,2016-10-12,Standard Class,122 days,122
2392,2016-06-12,2016-10-12,Standard Class,122 days,122
2393,2016-06-12,2016-10-12,Standard Class,122 days,122
2394,2017-03-17,2017-03-23,Standard Class,6 days,6
2395,2016-11-14,2016-11-19,Standard Class,5 days,5
2396,2016-11-14,2016-11-19,Standard Class,5 days,5
2397,2016-11-14,2016-11-19,Standard Class,5 days,5
2398,2018-08-14,2018-08-16,Second Class,2 days,2
2399,2018-08-14,2018-08-16,Second Class,2 days,2
2400,2018-09-09,2018-09-15,Standard Class,6 days,6
2401,2018-09-09,2018-09-15,Standard Class,6 days,6
2402,2018-01-04,2018-04-04,Second Class,90 days,90
2403,2018-01-04,2018-04-04,Second Class,90 days,90
2405,2018-07-10,2018-11-10,Standard Class,123 days,123
2406,2018-07-10,2018-11-10,Standard Class,123 days,123
2407,2018-07-10,2018-11-10,Standard Class,123 days,123
2408,2018-01-20,2018-01-25,Standard Class,5 days,5
2409,2018-01-20,2018-01-25,Standard Class,5 days,5
2410,2018-03-23,2018-03-25,First Class,2 days,2
2411,2015-01-08,2015-06-08,Standard Class,151 days,151
2412,2016-07-06,2016-09-06,Second Class,62 days,62
2415,2017-12-29,2018-02-01,Standard Class,34 days,34
2416,2016-06-07,2016-11-07,Standard Class,153 days,153
2419,2017-05-21,2017-05-28,Standard Class,7 days,7
2420,2018-09-11,2018-11-14,Standard Class,64 days,64
2421,2018-09-11,2018-11-14,Standard Class,64 days,64
2422,2017-04-18,2017-04-23,Standard Class,5 days,5
2423,2017-04-18,2017-04-23,Standard Class,5 days,5
2424,2018-12-25,2018-12-30,Standard Class,5 days,5
2425,2018-12-25,2018-12-30,Standard Class,5 days,5
2426,2018-12-25,2018-12-30,Standard Class,5 days,5
2427,2018-12-25,2018-12-30,Standard Class,5 days,5
2431,2018-05-13,2018-05-20,Standard Class,7 days,7
2432,2018-12-28,2019-02-01,Standard Class,35 days,35
2435,2016-11-14,2016-11-17,First Class,3 days,3
2436,2016-11-14,2016-11-17,First Class,3 days,3
2437,2018-03-07,2018-10-07,Standard Class,214 days,214
2438,2015-11-18,2015-11-20,Second Class,2 days,2
2439,2015-11-18,2015-11-20,Second Class,2 days,2
2440,2018-07-17,2018-07-22,Standard Class,5 days,5
2441,2017-05-22,2017-05-27,Standard Class,5 days,5
2442,2017-05-22,2017-05-27,Standard Class,5 days,5
2443,2017-05-22,2017-05-27,Standard Class,5 days,5
2444,2017-05-22,2017-05-27,Standard Class,5 days,5
2445,2017-05-22,2017-05-27,Standard Class,5 days,5
2446,2017-05-22,2017-05-27,Standard Class,5 days,5
2449,2016-09-14,2016-09-17,Second Class,3 days,3
2450,2017-05-11,2017-10-11,Standard Class,153 days,153
2451,2018-03-17,2018-03-22,Second Class,5 days,5
2452,2018-03-17,2018-03-22,Second Class,5 days,5
2453,2018-03-17,2018-03-22,Second Class,5 days,5
2454,2018-03-17,2018-03-22,Second Class,5 days,5
2455,2018-03-17,2018-03-22,Second Class,5 days,5
2456,2018-03-17,2018-03-22,Second Class,5 days,5
2457,2018-03-17,2018-03-22,Second Class,5 days,5
2458,2018-03-17,2018-03-22,Second Class,5 days,5
2459,2018-03-17,2018-03-22,Second Class,5 days,5
2460,2018-08-15,2018-08-21,Standard Class,6 days,6
2463,2018-03-12,2018-09-12,Standard Class,184 days,184
2464,2018-03-12,2018-09-12,Standard Class,184 days,184
2465,2018-03-12,2018-09-12,Standard Class,184 days,184
2466,2018-03-12,2018-09-12,Standard Class,184 days,184
2467,2018-04-05,2018-08-05,Standard Class,122 days,122
2468,2018-04-05,2018-08-05,Standard Class,122 days,122
2469,2018-04-05,2018-08-05,Standard Class,122 days,122
2470,2018-04-05,2018-08-05,Standard Class,122 days,122
2471,2017-01-22,2017-01-28,Standard Class,6 days,6
2472,2017-01-22,2017-01-28,Standard Class,6 days,6
2473,2017-01-22,2017-01-28,Standard Class,6 days,6
2474,2017-03-11,2017-06-11,First Class,92 days,92
2475,2017-03-11,2017-06-11,First Class,92 days,92
2476,2017-03-11,2017-06-11,First Class,92 days,92
2477,2017-03-11,2017-06-11,First Class,92 days,92
2478,2018-04-09,2018-08-09,Second Class,122 days,122
2479,2015-09-13,2015-09-19,Standard Class,6 days,6
2480,2018-06-19,2018-06-25,Standard Class,6 days,6
2481,2018-06-19,2018-06-25,Standard Class,6 days,6
2482,2018-12-24,2018-12-31,Standard Class,7 days,7
2487,2016-02-01,2016-04-01,Second Class,60 days,60
2488,2016-02-01,2016-04-01,Second Class,60 days,60
2489,2016-02-01,2016-04-01,Second Class,60 days,60
2490,2016-09-10,2016-10-13,Second Class,33 days,33
2491,2016-09-10,2016-10-13,Second Class,33 days,33
2492,2015-12-13,2015-12-15,Second Class,2 days,2
2493,2015-11-19,2015-11-23,Standard Class,4 days,4
2496,2015-06-16,2015-06-22,Standard Class,6 days,6
2499,2017-05-19,2017-05-24,Standard Class,5 days,5
2501,2018-06-17,2018-06-20,First Class,3 days,3
2502,2018-06-17,2018-06-20,First Class,3 days,3
2503,2018-06-17,2018-06-20,First Class,3 days,3
2504,2017-11-14,2017-11-19,Standard Class,5 days,5
2505,2015-07-25,2015-07-27,Second Class,2 days,2
2506,2015-07-25,2015-07-27,Second Class,2 days,2
2507,2015-07-25,2015-07-27,Second Class,2 days,2
2509,2018-02-03,2018-08-03,Standard Class,181 days,181
2510,2018-02-03,2018-08-03,Standard Class,181 days,181
2511,2017-11-18,2017-11-23,Standard Class,5 days,5
2513,2018-02-12,2018-06-12,Standard Class,120 days,120
2514,2017-11-11,2017-11-17,Standard Class,6 days,6
2515,2017-11-11,2017-11-17,Standard Class,6 days,6
2516,2015-05-09,2015-10-09,Standard Class,153 days,153
2517,2015-11-15,2015-11-22,Standard Class,7 days,7
2518,2018-02-05,2018-07-05,Standard Class,150 days,150
2519,2017-10-15,2017-10-21,Standard Class,6 days,6
2520,2017-10-15,2017-10-21,Standard Class,6 days,6
2521,2017-10-15,2017-10-21,Standard Class,6 days,6
2522,2017-10-15,2017-10-21,Standard Class,6 days,6
2523,2017-10-15,2017-10-21,Standard Class,6 days,6
2524,2017-10-15,2017-10-21,Standard Class,6 days,6
2525,2016-06-04,2016-10-04,Standard Class,122 days,122
2526,2016-06-04,2016-10-04,Standard Class,122 days,122
2527,2016-06-04,2016-10-04,Standard Class,122 days,122
2528,2016-06-04,2016-10-04,Standard Class,122 days,122
2529,2016-06-04,2016-10-04,Standard Class,122 days,122
2530,2015-10-24,2015-10-29,Standard Class,5 days,5
2531,2015-08-17,2015-08-21,Standard Class,4 days,4
2532,2015-08-17,2015-08-21,Standard Class,4 days,4
2533,2015-08-17,2015-08-21,Standard Class,4 days,4
2534,2015-08-17,2015-08-21,Standard Class,4 days,4
2535,2018-08-15,2018-08-18,Second Class,3 days,3
2536,2016-06-09,2016-08-09,First Class,61 days,61
2537,2016-01-27,2016-01-29,Second Class,2 days,2
2538,2016-01-27,2016-01-29,Second Class,2 days,2
2539,2016-01-27,2016-01-29,Second Class,2 days,2
2544,2017-08-09,2017-09-14,Standard Class,36 days,36
2545,2017-08-09,2017-09-14,Standard Class,36 days,36
2546,2018-04-16,2018-04-20,Standard Class,4 days,4
2547,2018-04-16,2018-04-20,Standard Class,4 days,4
2548,2016-08-16,2016-08-22,Standard Class,6 days,6
2549,2016-08-16,2016-08-22,Standard Class,6 days,6
2550,2016-08-16,2016-08-22,Standard Class,6 days,6
2551,2016-08-16,2016-08-22,Standard Class,6 days,6
2552,2018-11-19,2018-11-23,Standard Class,4 days,4
2553,2018-11-19,2018-11-23,Standard Class,4 days,4
2554,2017-09-14,2017-09-18,Standard Class,4 days,4
2555,2017-08-15,2017-08-20,Standard Class,5 days,5
2556,2016-09-26,2016-09-30,Standard Class,4 days,4
2557,2017-08-10,2017-10-14,Standard Class,65 days,65
2558,2016-03-24,2016-03-30,Standard Class,6 days,6
2562,2016-12-25,2016-12-31,Standard Class,6 days,6
2563,2016-12-25,2016-12-31,Standard Class,6 days,6
2564,2016-03-17,2016-03-22,Second Class,5 days,5
2565,2016-03-17,2016-03-22,Second Class,5 days,5
2566,2018-12-21,2018-12-24,First Class,3 days,3
2567,2018-01-11,2018-03-11,Second Class,59 days,59
2568,2018-01-11,2018-03-11,Second Class,59 days,59
2569,2018-07-09,2018-11-09,Standard Class,123 days,123
2572,2018-07-16,2018-07-21,Standard Class,5 days,5
2575,2015-11-22,2015-11-27,Standard Class,5 days,5
2576,2015-11-22,2015-11-27,Standard Class,5 days,5
2577,2015-11-22,2015-11-27,Standard Class,5 days,5
2578,2015-11-22,2015-11-27,Standard Class,5 days,5
2579,2015-01-26,2015-01-31,Standard Class,5 days,5
2580,2015-01-26,2015-01-31,Standard Class,5 days,5
2581,2015-01-26,2015-01-31,Standard Class,5 days,5
2582,2015-01-26,2015-01-31,Standard Class,5 days,5
2583,2015-01-26,2015-01-31,Standard Class,5 days,5
2584,2015-01-26,2015-01-31,Standard Class,5 days,5
2585,2015-01-26,2015-01-31,Standard Class,5 days,5
2586,2016-03-11,2016-10-11,Standard Class,214 days,214
2589,2017-05-05,2017-09-05,Standard Class,123 days,123
2590,2017-05-05,2017-09-05,Standard Class,123 days,123
2591,2017-08-09,2017-09-14,Standard Class,36 days,36
2592,2017-08-09,2017-09-14,Standard Class,36 days,36
2593,2018-11-24,2018-11-26,Second Class,2 days,2
2594,2018-11-24,2018-11-26,Second Class,2 days,2
2595,2018-05-13,2018-05-17,Standard Class,4 days,4
2596,2018-05-13,2018-05-17,Standard Class,4 days,4
2597,2018-05-13,2018-05-17,Standard Class,4 days,4
2598,2018-05-13,2018-05-17,Standard Class,4 days,4
2599,2018-05-13,2018-05-17,Standard Class,4 days,4
2600,2018-04-23,2018-04-29,Standard Class,6 days,6
2601,2018-04-23,2018-04-29,Standard Class,6 days,6
2606,2015-12-16,2015-12-21,Standard Class,5 days,5
2607,2017-04-03,2017-10-03,Standard Class,183 days,183
2608,2015-11-25,2015-11-30,Standard Class,5 days,5
2609,2015-11-25,2015-11-30,Standard Class,5 days,5
2610,2015-11-25,2015-11-30,Standard Class,5 days,5
2611,2015-11-25,2015-11-30,Standard Class,5 days,5
2612,2015-11-25,2015-11-30,Standard Class,5 days,5
2613,2015-11-25,2015-11-30,Standard Class,5 days,5
2614,2017-04-28,2017-05-05,Standard Class,7 days,7
2617,2018-01-04,2018-05-04,Standard Class,120 days,120
2618,2018-01-04,2018-05-04,Standard Class,120 days,120
2619,2018-12-22,2018-12-26,Standard Class,4 days,4
2620,2018-12-22,2018-12-26,Standard Class,4 days,4
2621,2018-12-22,2018-12-26,Standard Class,4 days,4
2622,2018-12-22,2018-12-26,Standard Class,4 days,4
2623,2015-03-12,2015-06-12,Second Class,92 days,92
2624,2018-10-22,2018-10-24,First Class,2 days,2
2625,2018-10-22,2018-10-24,First Class,2 days,2
2626,2018-10-22,2018-10-24,First Class,2 days,2
2627,2018-10-22,2018-10-24,First Class,2 days,2
2628,2018-11-13,2018-11-15,First Class,2 days,2
2629,2018-11-13,2018-11-15,First Class,2 days,2
2630,2018-11-13,2018-11-15,First Class,2 days,2
2632,2018-05-15,2018-05-20,Standard Class,5 days,5
2633,2018-05-15,2018-05-20,Standard Class,5 days,5
2634,2018-05-15,2018-05-20,Standard Class,5 days,5
2635,2016-05-07,2016-10-07,Second Class,153 days,153
2636,2016-05-07,2016-10-07,Second Class,153 days,153
2637,2016-08-15,2016-08-19,Standard Class,4 days,4
2642,2016-02-20,2016-02-25,Standard Class,5 days,5
2644,2017-04-17,2017-04-21,Second Class,4 days,4
2645,2017-04-17,2017-04-21,Second Class,4 days,4
2646,2015-07-09,2015-12-09,Second Class,153 days,153
2647,2015-07-09,2015-12-09,Second Class,153 days,153
2648,2015-07-09,2015-12-09,Second Class,153 days,153
2649,2015-07-09,2015-12-09,Second Class,153 days,153
2650,2015-07-09,2015-12-09,Second Class,153 days,153
2652,2018-09-17,2018-09-21,Second Class,4 days,4
2653,2018-09-17,2018-09-21,Second Class,4 days,4
2654,2018-09-17,2018-09-21,Second Class,4 days,4
2655,2018-09-17,2018-09-21,Second Class,4 days,4
2656,2018-09-17,2018-09-21,Second Class,4 days,4
2657,2018-09-17,2018-09-21,Second Class,4 days,4
2658,2018-09-17,2018-09-21,Second Class,4 days,4
2659,2017-08-16,2017-08-20,Standard Class,4 days,4
2660,2016-12-24,2016-12-28,Standard Class,4 days,4
2664,2017-01-05,2017-04-05,First Class,90 days,90
2665,2017-01-05,2017-04-05,First Class,90 days,90
2666,2017-01-05,2017-04-05,First Class,90 days,90
2669,2016-08-25,2016-08-30,Standard Class,5 days,5
2670,2016-08-25,2016-08-30,Standard Class,5 days,5
2671,2015-09-09,2015-12-09,Second Class,91 days,91
2672,2015-09-09,2015-12-09,Second Class,91 days,91
2673,2015-09-09,2015-12-09,Second Class,91 days,91
2674,2015-09-09,2015-12-09,Second Class,91 days,91
2680,2018-01-21,2018-01-27,Standard Class,6 days,6
2681,2018-01-21,2018-01-27,Standard Class,6 days,6
2682,2018-01-21,2018-01-27,Standard Class,6 days,6
2683,2018-01-21,2018-01-27,Standard Class,6 days,6
2684,2018-01-21,2018-01-27,Standard Class,6 days,6
2686,2017-06-09,2017-11-09,Standard Class,153 days,153
2687,2017-06-09,2017-11-09,Standard Class,153 days,153
2688,2017-04-08,2017-05-08,First Class,30 days,30
2691,2018-04-12,2018-08-12,Standard Class,122 days,122
2694,2017-01-22,2017-01-28,Standard Class,6 days,6
2695,2015-10-15,2015-10-20,Standard Class,5 days,5
2696,2017-07-02,2017-09-02,First Class,62 days,62
2697,2015-03-18,2015-03-23,Standard Class,5 days,5
2698,2015-03-18,2015-03-23,Standard Class,5 days,5
2699,2015-03-18,2015-03-23,Standard Class,5 days,5
2700,2015-03-18,2015-03-23,Standard Class,5 days,5
2701,2015-03-18,2015-03-23,Standard Class,5 days,5
2702,2015-03-18,2015-03-23,Standard Class,5 days,5
2703,2015-03-18,2015-03-23,Standard Class,5 days,5
2704,2015-05-24,2015-05-30,Standard Class,6 days,6
2706,2018-06-16,2018-06-21,Standard Class,5 days,5
2707,2018-06-16,2018-06-21,Standard Class,5 days,5
2708,2018-06-16,2018-06-21,Standard Class,5 days,5
2709,2016-01-30,2016-06-02,Standard Class,124 days,124
2710,2016-01-30,2016-06-02,Standard Class,124 days,124
2711,2016-11-12,2016-12-15,Standard Class,33 days,33
2712,2018-09-10,2018-11-10,First Class,61 days,61
2714,2015-04-25,2015-04-29,Standard Class,4 days,4
2715,2016-01-12,2016-06-12,Standard Class,152 days,152
2716,2015-04-12,2015-08-12,Standard Class,122 days,122
2718,2015-07-09,2015-09-13,Standard Class,66 days,66
2719,2018-12-21,2018-12-27,Standard Class,6 days,6
2720,2015-06-12,2015-08-12,Second Class,61 days,61
2721,2015-04-11,2015-08-11,Second Class,122 days,122
2722,2015-04-11,2015-08-11,Second Class,122 days,122
2723,2017-04-14,2017-04-19,Second Class,5 days,5
2724,2015-04-10,2015-08-10,Standard Class,122 days,122
2725,2015-04-10,2015-08-10,Standard Class,122 days,122
2726,2018-07-11,2018-11-13,Standard Class,125 days,125
2727,2018-07-11,2018-11-13,Standard Class,125 days,125
2728,2018-12-22,2018-12-24,First Class,2 days,2
2729,2018-12-22,2018-12-24,First Class,2 days,2
2730,2018-02-13,2018-02-19,Standard Class,6 days,6
2731,2018-02-13,2018-02-19,Standard Class,6 days,6
2732,2018-02-13,2018-02-19,Standard Class,6 days,6
2733,2015-02-07,2015-06-07,Standard Class,120 days,120
2734,2015-02-07,2015-06-07,Standard Class,120 days,120
2735,2016-02-21,2016-02-23,Second Class,2 days,2
2736,2016-11-13,2016-11-19,Standard Class,6 days,6
2737,2016-11-13,2016-11-19,Standard Class,6 days,6
2738,2016-11-13,2016-11-19,Standard Class,6 days,6
2739,2016-11-13,2016-11-19,Standard Class,6 days,6
2740,2018-04-16,2018-04-18,First Class,2 days,2
2741,2018-04-16,2018-04-18,First Class,2 days,2
2742,2017-02-25,2017-02-27,Second Class,2 days,2
2743,2015-04-11,2015-08-11,Standard Class,122 days,122
2744,2016-06-20,2016-06-25,Second Class,5 days,5
2745,2016-06-20,2016-06-25,Second Class,5 days,5
2746,2018-07-08,2018-11-08,Second Class,123 days,123
2748,2016-11-22,2016-11-26,Standard Class,4 days,4
2749,2016-04-12,2016-08-12,Standard Class,122 days,122
2751,2015-08-08,2015-11-08,Second Class,92 days,92
2752,2015-05-26,2015-05-30,Standard Class,4 days,4
2753,2016-04-17,2016-04-21,Standard Class,4 days,4
2754,2016-04-17,2016-04-21,Standard Class,4 days,4
2755,2016-04-17,2016-04-21,Standard Class,4 days,4
2756,2016-04-17,2016-04-21,Standard Class,4 days,4
2757,2016-04-17,2016-04-21,Standard Class,4 days,4
2761,2015-05-26,2015-05-29,First Class,3 days,3
2764,2018-06-22,2018-06-28,Standard Class,6 days,6
2765,2018-06-22,2018-06-28,Standard Class,6 days,6
2766,2018-06-22,2018-06-28,Standard Class,6 days,6
2767,2018-01-15,2018-01-18,First Class,3 days,3
2768,2018-01-15,2018-01-18,First Class,3 days,3
2769,2016-02-04,2016-07-04,Standard Class,151 days,151
2770,2016-02-04,2016-07-04,Standard Class,151 days,151
2771,2016-02-04,2016-07-04,Standard Class,151 days,151
2772,2017-03-09,2017-10-09,Standard Class,214 days,214
2773,2018-10-12,2018-12-12,First Class,61 days,61
2774,2017-11-22,2017-11-26,Standard Class,4 days,4
2775,2018-11-11,2018-11-18,Standard Class,7 days,7
2776,2017-10-21,2017-10-25,Standard Class,4 days,4
2777,2016-12-21,2016-12-25,Standard Class,4 days,4
2778,2016-07-17,2016-07-19,Second Class,2 days,2
2779,2018-04-30,2018-05-05,Standard Class,5 days,5
2780,2018-04-30,2018-05-05,Standard Class,5 days,5
2781,2018-06-05,2018-08-05,First Class,61 days,61
2782,2018-11-20,2018-11-27,Standard Class,7 days,7
2783,2017-11-11,2017-11-16,Standard Class,5 days,5
2784,2017-05-11,2017-10-11,Standard Class,153 days,153
2785,2017-09-10,2017-10-15,Standard Class,35 days,35
2786,2016-09-21,2016-09-23,First Class,2 days,2
2787,2016-09-21,2016-09-23,First Class,2 days,2
2788,2015-02-12,2015-06-12,Standard Class,120 days,120
2789,2015-02-12,2015-06-12,Standard Class,120 days,120
2790,2015-02-12,2015-06-12,Standard Class,120 days,120
2798,2018-10-20,2018-10-27,Standard Class,7 days,7
2799,2018-10-20,2018-10-27,Standard Class,7 days,7
2800,2018-10-20,2018-10-27,Standard Class,7 days,7
2801,2017-10-25,2017-10-28,First Class,3 days,3
2802,2016-01-11,2016-04-11,First Class,91 days,91
2803,2018-03-11,2018-08-11,Standard Class,153 days,153
2806,2016-07-09,2016-11-09,Standard Class,123 days,123
2807,2016-07-25,2016-07-27,Second Class,2 days,2
2808,2016-07-25,2016-07-27,Second Class,2 days,2
2809,2016-07-25,2016-07-27,Second Class,2 days,2
2810,2016-07-25,2016-07-27,Second Class,2 days,2
2811,2016-11-16,2016-11-18,Second Class,2 days,2
2812,2016-11-16,2016-11-18,Second Class,2 days,2
2813,2016-11-16,2016-11-18,Second Class,2 days,2
2814,2016-11-16,2016-11-18,Second Class,2 days,2
2815,2016-11-16,2016-11-18,Second Class,2 days,2
2816,2016-01-09,2016-08-09,Standard Class,213 days,213
2817,2016-01-09,2016-08-09,Standard Class,213 days,213
2818,2016-01-09,2016-08-09,Standard Class,213 days,213
2819,2016-01-09,2016-08-09,Standard Class,213 days,213
2820,2017-05-05,2017-08-05,First Class,92 days,92
2821,2017-05-05,2017-08-05,First Class,92 days,92
2822,2017-12-31,2018-05-01,Standard Class,121 days,121
2823,2018-09-18,2018-09-20,First Class,2 days,2
2824,2018-09-18,2018-09-20,First Class,2 days,2
2825,2015-09-25,2015-09-30,Standard Class,5 days,5
2826,2015-09-25,2015-09-30,Standard Class,5 days,5
2827,2015-09-25,2015-09-30,Standard Class,5 days,5
2828,2015-09-25,2015-09-30,Standard Class,5 days,5
2829,2017-04-23,2017-04-26,First Class,3 days,3
2830,2017-04-23,2017-04-26,First Class,3 days,3
2831,2017-04-23,2017-04-26,First Class,3 days,3
2832,2015-01-11,2015-05-11,Standard Class,120 days,120
2833,2015-01-11,2015-05-11,Standard Class,120 days,120
2834,2018-01-26,2018-01-31,Second Class,5 days,5
2835,2018-01-26,2018-01-31,Second Class,5 days,5
2836,2018-11-11,2018-11-16,Standard Class,5 days,5
2837,2018-11-11,2018-11-16,Standard Class,5 days,5
2838,2018-11-11,2018-11-16,Standard Class,5 days,5
